filename,zip_source,path_in_zip,dataset_source,in_previous_dataset,original_class,canonical_class,display_name,crop,disease,healthy,group_id,split
9141ec65-e550-4f45-92e7-3c078a5f17ca___FREC_Pwd.M 0265_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/9141ec65-e550-4f45-92e7-3c078a5f17ca___FREC_Pwd.M 0265_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,9141ec65-e550-4f45-92e7-3c078a5f17ca,test
94427a36-9a76-477b-a53e-1b735e3ac9cb___FREC_Pwd.M 4588_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/94427a36-9a76-477b-a53e-1b735e3ac9cb___FREC_Pwd.M 4588_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,94427a36-9a76-477b-a53e-1b735e3ac9cb,test
94427a36-9a76-477b-a53e-1b735e3ac9cb___FREC_Pwd.M 4588.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Cherry_(including_sour)___Powdery_mildew/94427a36-9a76-477b-a53e-1b735e3ac9cb___FREC_Pwd.M 4588.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,94427a36-9a76-477b-a53e-1b735e3ac9cb,test
94523c3e-044e-4bec-9850-297de335cdf6___FREC_Pwd.M 5070.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/94523c3e-044e-4bec-9850-297de335cdf6___FREC_Pwd.M 5070.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,94523c3e-044e-4bec-9850-297de335cdf6,test
94523c3e-044e-4bec-9850-297de335cdf6___FREC_Pwd.M 5070_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/94523c3e-044e-4bec-9850-297de335cdf6___FREC_Pwd.M 5070_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,94523c3e-044e-4bec-9850-297de335cdf6,test
94b1d6ee-1dce-413a-beb9-23e024d5cf11___FREC_Pwd.M 4760.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/94b1d6ee-1dce-413a-beb9-23e024d5cf11___FREC_Pwd.M 4760.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,94b1d6ee-1dce-413a-beb9-23e024d5cf11,test
94b1d6ee-1dce-413a-beb9-23e024d5cf11___FREC_Pwd.M 4760_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Cherry_(including_sour)___Powdery_mildew/94b1d6ee-1dce-413a-beb9-23e024d5cf11___FREC_Pwd.M 4760_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,94b1d6ee-1dce-413a-beb9-23e024d5cf11,test
95689263-5b6a-4aba-9b28-ec6adb2c4eaf___FREC_Pwd.M 0418.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/95689263-5b6a-4aba-9b28-ec6adb2c4eaf___FREC_Pwd.M 0418.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,95689263-5b6a-4aba-9b28-ec6adb2c4eaf,test
95689263-5b6a-4aba-9b28-ec6adb2c4eaf___FREC_Pwd.M 0418_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/95689263-5b6a-4aba-9b28-ec6adb2c4eaf___FREC_Pwd.M 0418_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,95689263-5b6a-4aba-9b28-ec6adb2c4eaf,test
95dbe9f1-ea94-4b3b-9ae4-5ee670226eee___FREC_Pwd.M 4829_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/95dbe9f1-ea94-4b3b-9ae4-5ee670226eee___FREC_Pwd.M 4829_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,95dbe9f1-ea94-4b3b-9ae4-5ee670226eee,test
95dbe9f1-ea94-4b3b-9ae4-5ee670226eee___FREC_Pwd.M 4829.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Cherry_(including_sour)___Powdery_mildew/95dbe9f1-ea94-4b3b-9ae4-5ee670226eee___FREC_Pwd.M 4829.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,95dbe9f1-ea94-4b3b-9ae4-5ee670226eee,test
987c1e12-4c60-42e9-8ba7-4ba0a08c849a___FREC_Pwd.M 4491.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/987c1e12-4c60-42e9-8ba7-4ba0a08c849a___FREC_Pwd.M 4491.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,987c1e12-4c60-42e9-8ba7-4ba0a08c849a,test
987c1e12-4c60-42e9-8ba7-4ba0a08c849a___FREC_Pwd.M 4491_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/987c1e12-4c60-42e9-8ba7-4ba0a08c849a___FREC_Pwd.M 4491_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,987c1e12-4c60-42e9-8ba7-4ba0a08c849a,test
9a190630-f11a-4e5b-9495-3c4535bb4144___FREC_Pwd.M 0367.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/9a190630-f11a-4e5b-9495-3c4535bb4144___FREC_Pwd.M 0367.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,9a190630-f11a-4e5b-9495-3c4535bb4144,test
9a190630-f11a-4e5b-9495-3c4535bb4144___FREC_Pwd.M 0367_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/9a190630-f11a-4e5b-9495-3c4535bb4144___FREC_Pwd.M 0367_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,9a190630-f11a-4e5b-9495-3c4535bb4144,test
a11fe3e1-5641-435f-b7df-f6d7a06da02b___FREC_Pwd.M 0554.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a11fe3e1-5641-435f-b7df-f6d7a06da02b___FREC_Pwd.M 0554.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a11fe3e1-5641-435f-b7df-f6d7a06da02b,test
a11fe3e1-5641-435f-b7df-f6d7a06da02b___FREC_Pwd.M 0554_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a11fe3e1-5641-435f-b7df-f6d7a06da02b___FREC_Pwd.M 0554_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a11fe3e1-5641-435f-b7df-f6d7a06da02b,test
a21fb672-e50e-40eb-9141-17a084f6e5ef___FREC_Pwd.M 4475.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a21fb672-e50e-40eb-9141-17a084f6e5ef___FREC_Pwd.M 4475.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a21fb672-e50e-40eb-9141-17a084f6e5ef,test
a21fb672-e50e-40eb-9141-17a084f6e5ef___FREC_Pwd.M 4475_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a21fb672-e50e-40eb-9141-17a084f6e5ef___FREC_Pwd.M 4475_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a21fb672-e50e-40eb-9141-17a084f6e5ef,test
a4922bd5-2911-478c-bb02-f801c834bfeb___FREC_Pwd.M 0337.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a4922bd5-2911-478c-bb02-f801c834bfeb___FREC_Pwd.M 0337.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a4922bd5-2911-478c-bb02-f801c834bfeb,test
a4922bd5-2911-478c-bb02-f801c834bfeb___FREC_Pwd.M 0337_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a4922bd5-2911-478c-bb02-f801c834bfeb___FREC_Pwd.M 0337_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a4922bd5-2911-478c-bb02-f801c834bfeb,test
a6d1f85a-bb21-40d2-822e-aa603d8b2a65___FREC_Pwd.M 4541.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a6d1f85a-bb21-40d2-822e-aa603d8b2a65___FREC_Pwd.M 4541.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a6d1f85a-bb21-40d2-822e-aa603d8b2a65,test
a6d1f85a-bb21-40d2-822e-aa603d8b2a65___FREC_Pwd.M 4541_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a6d1f85a-bb21-40d2-822e-aa603d8b2a65___FREC_Pwd.M 4541_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a6d1f85a-bb21-40d2-822e-aa603d8b2a65,test
a726864c-cd52-4dde-818b-7b79b6ce2f0e___FREC_Pwd.M 4915.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a726864c-cd52-4dde-818b-7b79b6ce2f0e___FREC_Pwd.M 4915.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a726864c-cd52-4dde-818b-7b79b6ce2f0e,test
a726864c-cd52-4dde-818b-7b79b6ce2f0e___FREC_Pwd.M 4915_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/a726864c-cd52-4dde-818b-7b79b6ce2f0e___FREC_Pwd.M 4915_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,a726864c-cd52-4dde-818b-7b79b6ce2f0e,test
ab366455-8a96-4984-837a-cde38c0833c4___FREC_Pwd.M 4754.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/ab366455-8a96-4984-837a-cde38c0833c4___FREC_Pwd.M 4754.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,ab366455-8a96-4984-837a-cde38c0833c4,test
ab366455-8a96-4984-837a-cde38c0833c4___FREC_Pwd.M 4754_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Cherry_(including_sour)___Powdery_mildew/ab366455-8a96-4984-837a-cde38c0833c4___FREC_Pwd.M 4754_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,ab366455-8a96-4984-837a-cde38c0833c4,test
abf1a32b-a125-44f8-aadc-79b2d5d3b4a2___FREC_Pwd.M 5127.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/abf1a32b-a125-44f8-aadc-79b2d5d3b4a2___FREC_Pwd.M 5127.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,abf1a32b-a125-44f8-aadc-79b2d5d3b4a2,test
abf1a32b-a125-44f8-aadc-79b2d5d3b4a2___FREC_Pwd.M 5127_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Cherry_(including_sour)___Powdery_mildew/abf1a32b-a125-44f8-aadc-79b2d5d3b4a2___FREC_Pwd.M 5127_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,abf1a32b-a125-44f8-aadc-79b2d5d3b4a2,test
ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4___FREC_Pwd.M 0255.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4___FREC_Pwd.M 0255.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4,test
ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4___FREC_Pwd.M 0255_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4___FREC_Pwd.M 0255_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4,test
af930370-95b9-414d-8ac8-e3069d54c474___FREC_Pwd.M 4839_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/af930370-95b9-414d-8ac8-e3069d54c474___FREC_Pwd.M 4839_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,af930370-95b9-414d-8ac8-e3069d54c474,test
af930370-95b9-414d-8ac8-e3069d54c474___FREC_Pwd.M 4839.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Cherry_(including_sour)___Powdery_mildew/af930370-95b9-414d-8ac8-e3069d54c474___FREC_Pwd.M 4839.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,af930370-95b9-414d-8ac8-e3069d54c474,test
afc7e0e1-0524-4de8-8409-ba6e501c8d54___FREC_Pwd.M 0515.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/afc7e0e1-0524-4de8-8409-ba6e501c8d54___FREC_Pwd.M 0515.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,afc7e0e1-0524-4de8-8409-ba6e501c8d54,test
afc7e0e1-0524-4de8-8409-ba6e501c8d54___FREC_Pwd.M 0515_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/afc7e0e1-0524-4de8-8409-ba6e501c8d54___FREC_Pwd.M 0515_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,afc7e0e1-0524-4de8-8409-ba6e501c8d54,test
b03329a7-d263-482f-b400-b54fc63a160a___FREC_Pwd.M 5110.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b03329a7-d263-482f-b400-b54fc63a160a___FREC_Pwd.M 5110.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b03329a7-d263-482f-b400-b54fc63a160a,test
b03329a7-d263-482f-b400-b54fc63a160a___FREC_Pwd.M 5110_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b03329a7-d263-482f-b400-b54fc63a160a___FREC_Pwd.M 5110_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b03329a7-d263-482f-b400-b54fc63a160a,test
b18fa216-909e-4c91-b8ef-37bea97d45a0___FREC_Pwd.M 0273.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b18fa216-909e-4c91-b8ef-37bea97d45a0___FREC_Pwd.M 0273.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b18fa216-909e-4c91-b8ef-37bea97d45a0,test
b18fa216-909e-4c91-b8ef-37bea97d45a0___FREC_Pwd.M 0273_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b18fa216-909e-4c91-b8ef-37bea97d45a0___FREC_Pwd.M 0273_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b18fa216-909e-4c91-b8ef-37bea97d45a0,test
b22853ce-86ca-4a0c-9a16-ce82e0817513___FREC_Pwd.M 4942.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b22853ce-86ca-4a0c-9a16-ce82e0817513___FREC_Pwd.M 4942.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b22853ce-86ca-4a0c-9a16-ce82e0817513,test
b22853ce-86ca-4a0c-9a16-ce82e0817513___FREC_Pwd.M 4942_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b22853ce-86ca-4a0c-9a16-ce82e0817513___FREC_Pwd.M 4942_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b22853ce-86ca-4a0c-9a16-ce82e0817513,test
b3da442a-b270-4488-b9a0-c55707d5d0e2___FREC_Pwd.M 4608.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b3da442a-b270-4488-b9a0-c55707d5d0e2___FREC_Pwd.M 4608.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b3da442a-b270-4488-b9a0-c55707d5d0e2,test
b3da442a-b270-4488-b9a0-c55707d5d0e2___FREC_Pwd.M 4608_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b3da442a-b270-4488-b9a0-c55707d5d0e2___FREC_Pwd.M 4608_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b3da442a-b270-4488-b9a0-c55707d5d0e2,test
b42d85e1-0707-4692-93a1-74b0465ef2ef___FREC_Pwd.M 4468.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b42d85e1-0707-4692-93a1-74b0465ef2ef___FREC_Pwd.M 4468.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b42d85e1-0707-4692-93a1-74b0465ef2ef,test
b42d85e1-0707-4692-93a1-74b0465ef2ef___FREC_Pwd.M 4468_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b42d85e1-0707-4692-93a1-74b0465ef2ef___FREC_Pwd.M 4468_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b42d85e1-0707-4692-93a1-74b0465ef2ef,test
b60cc28f-7b33-4b48-a8d6-504a11773e22___FREC_Pwd.M 0548.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b60cc28f-7b33-4b48-a8d6-504a11773e22___FREC_Pwd.M 0548.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b60cc28f-7b33-4b48-a8d6-504a11773e22,test
b60cc28f-7b33-4b48-a8d6-504a11773e22___FREC_Pwd.M 0548_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b60cc28f-7b33-4b48-a8d6-504a11773e22___FREC_Pwd.M 0548_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b60cc28f-7b33-4b48-a8d6-504a11773e22,test
b67c84bb-04cb-41f3-bb91-0f7f32fc5f1e___FREC_Pwd.M 5035.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b67c84bb-04cb-41f3-bb91-0f7f32fc5f1e___FREC_Pwd.M 5035.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b67c84bb-04cb-41f3-bb91-0f7f32fc5f1e,test
b67c84bb-04cb-41f3-bb91-0f7f32fc5f1e___FREC_Pwd.M 5035_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/b67c84bb-04cb-41f3-bb91-0f7f32fc5f1e___FREC_Pwd.M 5035_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,b67c84bb-04cb-41f3-bb91-0f7f32fc5f1e,test
ba199443-ad8d-48a9-8fd6-c9a487f51f32___FREC_Pwd.M 0277.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/ba199443-ad8d-48a9-8fd6-c9a487f51f32___FREC_Pwd.M 0277.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,ba199443-ad8d-48a9-8fd6-c9a487f51f32,test
ba199443-ad8d-48a9-8fd6-c9a487f51f32___FREC_Pwd.M 0277_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/ba199443-ad8d-48a9-8fd6-c9a487f51f32___FREC_Pwd.M 0277_flipLR.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,ba199443-ad8d-48a9-8fd6-c9a487f51f32,test
baf48061-d4ee-45b3-8806-d26ad15bb8ad___FREC_Pwd.M 0328.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Cherry_(including_sour)___Powdery_mildew/baf48061-d4ee-45b3-8806-d26ad15bb8ad___FREC_Pwd.M 0328.JPG,new_dataset,True,Cherry_(including_sour)___Powdery_mildew,cherry_powdery_mildew,Cherry - Powdery Mildew,Cherry,Powdery Mildew,False,baf48061-d4ee-45b3-8806-d26ad15bb8ad,test
